Timestamp,Observation Date,Observation Time,Rip Current Activity [Balboa Ct.],Rip Current Activity [San Fernando Pl.],Rip Current Activity [Santa Clara Pl.],Balboa Ct. Rip Index,San Fernando Pl Rip Value,Santa Clara Rip Index,Balboa Ct. # of Rip Rescues:,San Fernando Pl.. # of Rip Rescues:,Santa Clara Pl.. # of Rip Rescues:,Observer ID:,Username,Statement 0,Statement 1,Statement 2,Statement 3
12/5/2016 13:12:22,12/5/2016,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
12/6/2016 14:10:50,12/6/2016,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,Maher,,,,,
12/11/2016 15:41:43,12/11/2016,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,Maher,,,,,
12/11/2016 18:27:37,12/11/2016,11:00 AM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,242329,,,,,
12/11/2016 18:28:31,12/11/2016,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,2,0,242329,,,,,
12/12/2016 13:23:36,12/12/2016,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
12/12/2016 15:12:49,12/12/2016,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,242329,,,,,
12/13/2016 9:58:51,12/13/2016,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,242329,,,,,
12/13/2016 16:23:57,12/13/2016,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,242329,,,,,
12/15/2016 19:26:12,12/15/2016,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,211738,,,,,
12/15/2016 19:26:55,12/15/2016,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,211738,,,,,
12/18/2016 13:54:39,12/18/2016,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,242329,,,,,
12/18/2016 13:55:21,12/18/2016,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,242329,,,,,
12/18/2016 18:46:46,12/18/2016,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,Maher,,,,,
12/19/2016 11:41:11,12/19/2016,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,M.Pimentel,,,,,
12/19/2016 16:05:29,12/19/2016,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
12/20/2016 13:01:40,12/20/2016,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
12/20/2016 17:04:34,12/20/2016,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
12/24/2016 18:56:48,12/24/2016,11:00 AM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,211738,,,,,
12/24/2016 18:57:23,12/24/2016,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,211738,,,,,
12/25/2016 16:13:45,12/25/2016,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
12/25/2016 16:14:11,12/25/2016,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,M. Pimentel,,,,,
12/26/2016 14:20:31,12/26/2016,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,Maher,,,,,
12/26/2016 19:00:26,12/26/2016,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,Maher,,,,,
12/27/2016 17:11:19,12/27/2016,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
12/27/2016 17:11:41,12/27/2016,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,M. Pimentel,,,,,
12/29/2016 16:01:29,12/29/2016,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,1,0,0,211738,,,,,
12/31/2016 14:17:07,12/30/2016,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,1,211738,,,,,
12/31/2016 14:17:37,12/31/2016,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,211738,,,,,
1/1/2017 16:41:59,1/1/2017,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,Maher,,,,,
1/2/2017 13:36:50,1/2/2017,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
1/3/2017 13:42:27,1/3/2017,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
1/5/2017 14:33:47,1/5/2017,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,211738,,,,,
1/11/2017 15:37:11,1/11/2017,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,M.Pimentel,,,,,
1/11/2017 15:37:29,1/11/2017,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M.Pimentel,,,,,
1/12/2017 17:48:07,1/12/2017,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,211738,,,,,
1/14/2017 17:01:24,1/14/2017,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,211738,,,,,
1/16/2017 14:17:59,1/16/2017,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
1/17/2017 12:53:56,1/17/2017,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
1/18/2017 15:21:01,1/18/2017,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
1/24/2017 12:32:02,1/24/2017,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
1/24/2017 17:54:38,1/24/2017,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
1/26/2017 15:03:03,1/26/2017,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,211738,,,,,
1/28/2017 18:06:52,1/28/2017,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,211738,,,,,
1/30/2017 16:39:47,1/30/2017,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,M. Pimentel,,,,,
